ID,VOICED/UNVOICED,SPEAKER,OWNER,
5630,1,2,Wiktor,
5631,1,2,Wiktor,
5632,1,2,Wiktor,
5633,1,2,Wiktor,
5634,1,2,Wiktor,
5635,1,2,Wiktor,
5636,1,2,Wiktor,
5637,1,2,Wiktor,
5638,1,2,Wiktor,
5639,1,2,Wiktor,
5640,1,2,Wiktor,
5641,2,,Wiktor,
5642,0,,Wiktor,
5643,0,,Wiktor,
5644,1,2,Wiktor,
5645,1,2,Wiktor,
5646,1,2,Wiktor,
5647,1,2,Wiktor,
5648,1,2,Wiktor,
5649,1,2,Wiktor,
5650,1,2,Wiktor,
5651,1,2,Wiktor,
5652,1,2,Wiktor,
5653,1,2,Wiktor,
5654,0,,Wiktor,
5655,0,,Wiktor,
5656,0,,Wiktor,
5657,1,2,Wiktor,
5658,1,2,Wiktor,
5659,1,3,Wiktor,
5660,1,2,Wiktor,
5661,0,,Wiktor,
5662,0,,Wiktor,
5663,0,,Wiktor,
5664,1,2,Wiktor,
5665,1,2,Wiktor,
5666,1,2,Wiktor,
5667,1,2,Wiktor,
5668,1,2,Wiktor,
5669,1,2,Wiktor,
5670,1,2,Wiktor,
5671,1,2,Wiktor,
5672,1,2,Wiktor,
5673,1,2,Wiktor,
5674,1,2,Wiktor,
5675,1,2,Wiktor,
5676,1,2,Wiktor,
5677,1,2,Wiktor,
5678,1,2,Wiktor,
5679,1,2,Wiktor,
5680,1,2,Wiktor,
5681,1,2,Wiktor,
5682,1,2,Wiktor,
5683,1,2,Wiktor,
5684,1,2,Wiktor,
5685,1,2,Wiktor,
5686,1,2,Wiktor,
5687,1,2,Wiktor,
5688,1,2,Wiktor,
5689,1,2,Wiktor,
5690,1,2,Wiktor,
5691,1,2,Wiktor,
5692,1,2,Wiktor,
5693,1,2,Wiktor,
5694,1,2,Wiktor,
5695,1,2,Wiktor,
5696,1,2,Wiktor,
5697,1,2,Wiktor,
5698,1,2,Wiktor,
5699,1,2,Wiktor,
5700,1,2,Wiktor,
5701,1,2,Wiktor,
5702,1,2,Wiktor,
5703,2,2,Wiktor,
5704,2,2,Wiktor,
5705,0,,Wiktor,
5706,0,,Wiktor,
5707,0,,Wiktor,
5708,1,2,Wiktor,
5709,1,2,Wiktor,
5710,1,2,Wiktor,
5711,1,2,Wiktor,
5712,1,2,Wiktor,
5713,1,2,Wiktor,
5714,1,2,Wiktor,
5715,0,,Wiktor,
5716,2,2,Wiktor,
5717,1,2,Wiktor,
5718,1,2,Wiktor,
5719,1,2,Wiktor,
5720,1,2,Wiktor,
5721,1,2,Wiktor,
5722,1,2,Wiktor,
5723,1,2,Wiktor,
5724,1,2,Wiktor,
5725,1,2,Wiktor,
5726,1,2,Wiktor,
5727,1,2,Wiktor,
5728,1,2,Wiktor,
5729,1,2,Wiktor,
5730,1,2,Wiktor,
5731,1,2,Wiktor,
5732,1,2,Wiktor,
5733,1,2,Wiktor,
5734,1,2,Wiktor,
5735,1,2,Wiktor,
5736,1,2,Wiktor,
5737,1,2,Wiktor,
5738,1,2,Wiktor,
5739,1,2,Wiktor,
5740,1,2,Wiktor,
5741,1,2,Wiktor,
5742,0,,Wiktor,
5743,1,2,Wiktor,
5744,1,2,Wiktor,
5745,1,2,Wiktor,
5746,1,2,Wiktor,
5747,0,,Wiktor,
5748,0,,Wiktor,
5749,0,,Wiktor,
5750,0,,Wiktor,
5751,1,2,Wiktor,
5752,1,2,Wiktor,
5753,1,2,Wiktor,
5754,1,2,Wiktor,
5755,1,2,Wiktor,
5756,1,2,Wiktor,
5757,1,2,Wiktor,
5758,1,2,Wiktor,
5759,1,2,Wiktor,
5760,1,2,Wiktor,
5761,1,2,Wiktor,
5762,1,2,Wiktor,
5763,0,,Wiktor,
5764,0,,Wiktor,
5765,1,2,Wiktor,
5766,1,2,Wiktor,
5767,1,2,Wiktor,
5768,1,2,Wiktor,
5769,1,2,Wiktor,
5770,1,2,Wiktor,
5771,1,2,Wiktor,
5772,0,,Wiktor,
5773,0,,Wiktor,
5774,1,2,Wiktor,
5775,1,2,Wiktor,
5776,1,2,Wiktor,
5777,1,2,Wiktor,
5778,1,2,Wiktor,
5779,1,2,Wiktor,
5780,1,2,Wiktor,
5781,1,2,Wiktor,
5782,1,2,Wiktor,
5783,1,2,Wiktor,
5784,1,2,Wiktor,
5785,0,,Wiktor,
5786,0,,Wiktor,
5787,1,1,Wiktor,
5788,1,1,Wiktor,
5789,1,1,Wiktor,
5790,1,1,Wiktor,
5791,1,1,Wiktor,
5792,1,1,Wiktor,
5793,1,1,Wiktor,
5794,1,1,Wiktor,
5795,1,1,Wiktor,
5796,1,1,Wiktor,
5797,1,1,Wiktor,
5798,0,,Wiktor,
5799,0,,Wiktor,
5800,0,,Wiktor,
5801,0,,Wiktor,
5802,0,,Wiktor,
5803,0,,Wiktor,
5804,1,1,Wiktor,
5805,1,1,Wiktor,
5806,1,1,Wiktor,
5807,1,1,Wiktor,
5808,0,,Wiktor,
5809,2,1,Wiktor,
5810,1,1,Wiktor,
5811,1,1,Wiktor,
5812,1,1,Wiktor,
5813,0,,Wiktor,
5814,0,,Wiktor,
5815,0,,Wiktor,
5816,0,,Wiktor,
5817,1,2,Wiktor,
5818,1,2,Wiktor,
5819,1,2,Wiktor,
5820,1,2,Wiktor,
5821,1,2,Wiktor,
5822,1,2,Wiktor,
5823,1,2,Wiktor,
5824,1,2,Wiktor,
5825,1,2,Wiktor,
5826,1,2,Wiktor,
5827,1,2,Wiktor,
5828,1,2,Wiktor,
5829,1,2,Wiktor,
5830,1,2,Wiktor,
5831,1,2,Wiktor,
5832,1,3,Wiktor,
5833,1,3,Wiktor,
5834,1,3,Wiktor,
5835,1,3,Wiktor,
5836,1,3,Wiktor,
5837,1,3,Wiktor,
5838,1,3,Wiktor,
5839,1,3,Wiktor,
5840,1,3,Wiktor,
5841,1,3,Wiktor,
5842,1,2,Wiktor,
5843,1,2,Wiktor,
5844,1,2,Wiktor,
5845,1,2,Wiktor,
5846,1,2,Wiktor,
5847,1,3,Wiktor,
5848,1,2,Wiktor,
5849,1,2,Wiktor,
5850,1,2,Wiktor,
5851,1,2,Wiktor,
5852,1,2,Wiktor,
5853,1,2,Wiktor,
5854,1,2,Wiktor,
5855,1,2,Wiktor,
5856,1,2,Wiktor,
5857,1,2,Wiktor,
5858,1,2,Wiktor,
5859,1,2,Wiktor,
5860,1,2,Wiktor,
5861,1,2,Wiktor,
5862,1,3,Wiktor,
5863,1,2,Wiktor,
5864,1,2,Wiktor,
5865,1,2,Wiktor,
5866,1,2,Wiktor,
5867,1,2,Wiktor,
5868,1,2,Wiktor,
5869,1,2,Wiktor,
5870,1,2,Wiktor,
5871,1,2,Wiktor,
5872,1,2,Wiktor,
5873,1,2,Wiktor,
5874,1,1,Wiktor,
5875,0,,Wiktor,
5876,1,2,Wiktor,
5877,1,2,Wiktor,
5878,1,2,Wiktor,
5879,1,2,Wiktor,
5880,1,2,Wiktor,
5881,1,2,Wiktor,
5882,1,2,Wiktor,
5883,1,2,Wiktor,
5884,1,2,Wiktor,
5885,1,2,Wiktor,
5886,1,2,Wiktor,
5887,1,2,Wiktor,
5888,1,2,Wiktor,
5889,1,2,Wiktor,
5890,1,2,Wiktor,
5891,1,2,Wiktor,
5892,1,2,Wiktor,
5893,0,,Wiktor,
5894,0,,Wiktor,
5895,0,,Wiktor,
5896,1,2,Wiktor,
5897,1,2,Wiktor,
5898,1,2,Wiktor,
5899,1,2,Wiktor,
5900,1,2,Wiktor,
5901,1,2,Wiktor,
5902,1,2,Wiktor,
5903,2,2,Wiktor,
5904,0,,Wiktor,
5905,0,,Wiktor,
5906,1,2,Wiktor,
5907,1,2,Wiktor,
5908,1,2,Wiktor,
5909,1,2,Wiktor,
5910,1,2,Wiktor,
5911,1,2,Wiktor,
5912,1,2,Wiktor,
5913,1,2,Wiktor,
5914,1,2,Wiktor,
5915,1,2,Wiktor,
5916,1,2,Wiktor,
5917,1,2,Wiktor,
5918,0,,Wiktor,
5919,1,2,Wiktor,
5920,1,2,Wiktor,
5921,1,2,Wiktor,
5922,1,2,Wiktor,
5923,1,2,Wiktor,
5924,1,2,Wiktor,
5925,1,2,Wiktor,
5926,1,2,Wiktor,
5927,1,2,Wiktor,
5928,1,2,Wiktor,
5929,1,2,Wiktor,
5930,1,2,Wiktor,
5931,1,2,Wiktor,
5932,1,2,Wiktor,
5933,1,2,Wiktor,
5934,1,2,Wiktor,
5935,1,2,Wiktor,
5936,1,2,Wiktor,
5937,1,2,Wiktor,
5938,1,2,Wiktor,
5939,1,2,Wiktor,
5940,1,2,Wiktor,
5941,1,2,Wiktor,
5942,0,,Wiktor,
5943,0,,Wiktor,
5944,0,,Wiktor,
5945,1,2,Wiktor,
5946,1,2,Wiktor,
5947,1,2,Wiktor,
5948,1,2,Wiktor,
5949,1,2,Wiktor,
5950,1,2,Wiktor,
5951,1,2,Wiktor,
5952,1,2,Wiktor,
5953,1,2,Wiktor,
5954,1,2,Wiktor,
5955,1,2,Wiktor,
5956,1,2,Wiktor,
5957,1,2,Wiktor,
5958,1,2,Wiktor,
5959,1,2,Wiktor,
5960,1,2,Wiktor,
5961,1,2,Wiktor,
5962,1,2,Wiktor,
5963,1,2,Wiktor,
5964,1,2,Wiktor,
5965,1,2,Wiktor,
5966,1,2,Wiktor,
5967,1,2,Wiktor,
5968,1,2,Wiktor,
5969,1,2,Wiktor,
5970,1,2,Wiktor,
5971,1,2,Wiktor,
5972,1,2,Wiktor,
5973,1,2,Wiktor,
5974,1,2,Wiktor,
5975,1,2,Wiktor,
5976,1,2,Wiktor,
5977,1,2,Wiktor,
5978,1,2,Wiktor,
5979,0,,Wiktor,
5980,0,,Wiktor,
5981,1,2,Wiktor,
5982,1,2,Wiktor,
5983,1,2,Wiktor,
5984,1,2,Wiktor,
5985,1,2,Wiktor,
5986,1,2,Wiktor,
5987,0,,Wiktor,
5988,2,2,Wiktor,
5989,1,2,Wiktor,
5990,1,2,Wiktor,
5991,1,2,Wiktor,
5992,1,2,Wiktor,
5993,1,2,Wiktor,
5994,1,2,Wiktor,
5995,1,2,Wiktor,
5996,1,2,Wiktor,
5997,1,2,Wiktor,
5998,1,2,Wiktor,
5999,1,2,Wiktor,
6000,1,2,Wiktor,
6001,1,2,Wiktor,
6002,1,2,Wiktor,
6003,1,2,Wiktor,
6004,2,2,Wiktor,
6005,0,,Wiktor,
6006,0,,Wiktor,
6007,1,2,Wiktor,
6008,1,2,Wiktor,
6009,1,2,Wiktor,
6010,1,2,Wiktor,
6011,1,2,Wiktor,
6012,1,2,Wiktor,
6013,1,2,Wiktor,
6014,1,2,Wiktor,
6015,1,2,Wiktor,
6016,1,2,Wiktor,
6017,1,2,Wiktor,
6018,1,2,Wiktor,
6019,1,2,Wiktor,
6020,1,2,Wiktor,
6021,1,2,Wiktor,
6022,1,2,Wiktor,
6023,1,2,Wiktor,
6024,1,2,Wiktor,
6025,1,2,Wiktor,
6026,1,2,Wiktor,
6027,1,2,Wiktor,
6028,1,2,Wiktor,
6029,1,2,Wiktor,
6030,1,2,Wiktor,
6031,1,2,Wiktor,
6032,1,2,Wiktor,
6033,1,2,Wiktor,
6034,1,2,Wiktor,
6035,1,2,Wiktor,
6036,1,2,Wiktor,
6037,1,2,Wiktor,
6038,1,2,Wiktor,
6039,1,2,Wiktor,
6040,1,2,Wiktor,
6041,1,2,Wiktor,
6042,0,,Wiktor,
6043,1,2,Wiktor,
6044,1,2,Wiktor,
6045,1,2,Wiktor,
6046,1,2,Wiktor,
6047,1,2,Wiktor,
6048,1,2,Wiktor,
6049,1,2,Wiktor,
6050,0,,Wiktor,
6051,2,2,Wiktor,
6052,1,2,Wiktor,
6053,1,2,Wiktor,
6054,1,2,Wiktor,
6055,1,2,Wiktor,
6056,1,2,Wiktor,
6057,1,2,Wiktor,
6058,1,2,Wiktor,
6059,1,2,Wiktor,
6060,1,2,Wiktor,
6061,1,2,Wiktor,
6062,1,2,Wiktor,
6063,1,2,Wiktor,
6064,1,2,Wiktor,
6065,1,2,Wiktor,
6066,1,2,Wiktor,
6067,1,2,Wiktor,
6068,1,2,Wiktor,
6069,1,2,Wiktor,
6070,1,2,Wiktor,
6071,1,2,Wiktor,
6072,1,2,Wiktor,
6073,1,2,Wiktor,
6074,1,2,Wiktor,
6075,1,2,Wiktor,
6076,1,2,Wiktor,
6077,1,2,Wiktor,
6078,1,2,Wiktor,
6079,1,2,Wiktor,
6080,1,2,Wiktor,
6081,1,2,Wiktor,
6082,1,2,Wiktor,
6083,1,2,Wiktor,
6084,1,2,Wiktor,
6085,1,2,Wiktor,
6086,1,2,Wiktor,
6087,1,2,Wiktor,
6088,1,2,Wiktor,
6089,1,2,Wiktor,
6090,1,2,Wiktor,
6091,1,2,Wiktor,
6092,1,2,Wiktor,
6093,1,2,Wiktor,
6094,1,2,Wiktor,
6095,1,2,Wiktor,
6096,1,2,Wiktor,
6097,1,2,Wiktor,
6098,1,2,Wiktor,
6099,1,2,Wiktor,
6100,0,,Wiktor,
6101,0,,Wiktor,
6102,0,,Wiktor,
6103,0,,Wiktor,
6104,0,,Wiktor,
6105,0,,Wiktor,
6106,1,1,Wiktor,
6107,1,1,Wiktor,
6108,1,1,Wiktor,
6109,1,1,Wiktor,
6110,1,1,Wiktor,
6111,1,1,Wiktor,
6112,1,1,Wiktor,
6113,1,1,Wiktor,
6114,1,1,Wiktor,
6115,1,1,Wiktor,
6116,1,1,Wiktor,
6117,1,1,Wiktor,
6118,1,1,Wiktor,
6119,1,1,Wiktor,
6120,1,1,Wiktor,
6121,1,1,Wiktor,
6122,1,1,Wiktor,
6123,1,1,Wiktor,
6124,1,1,Wiktor,
6125,1,1,Wiktor,
6126,1,1,Wiktor,
6127,0,,Wiktor,
6128,0,,Wiktor,
6129,0,,Wiktor,
6130,0,,Wiktor,
6131,0,,Wiktor,
6132,0,,Wiktor,
6133,0,,Wiktor,
6134,0,,Wiktor,
6135,1,2,Wiktor,
6136,1,2,Wiktor,
6137,1,2,Wiktor,
6138,1,2,Wiktor,
6139,1,2,Wiktor,
6140,1,2,Wiktor,
6141,1,2,Wiktor,
6142,1,2,Wiktor,
6143,1,2,Wiktor,
6144,1,2,Wiktor,
6145,1,2,Wiktor,
6146,1,2,Wiktor,
6147,1,2,Wiktor,
6148,1,2,Wiktor,
6149,1,3,Wiktor,
6150,1,3,Wiktor,
6151,1,3,Wiktor,
6152,1,2,Wiktor,
6153,1,2,Wiktor,
6154,1,2,Wiktor,
6155,1,3,Wiktor,
6156,1,3,Wiktor,
6157,1,3,Wiktor,
6158,1,3,Wiktor,
6159,1,3,Wiktor,
6160,1,2,Wiktor,
6161,1,3,Wiktor,
6162,1,3,Wiktor,
6163,1,3,Wiktor,
6164,1,3,Wiktor,
6165,1,3,Wiktor,
6166,1,3,Wiktor,
6167,1,3,Wiktor,
6168,1,3,Wiktor,
6169,1,3,Wiktor,
6170,1,3,Wiktor,
6171,1,3,Wiktor,
6172,1,3,Wiktor,
6173,1,3,Wiktor,
6174,0,,Wiktor,
6175,0,,Wiktor,
6176,2,2,Wiktor,
6177,1,2,Wiktor,
6178,1,2,Wiktor,
6179,1,2,Wiktor,
6180,1,2,Wiktor,
6181,1,2,Wiktor,
6182,1,2,Wiktor,
6183,1,2,Wiktor,
6184,1,2,Wiktor,
6185,1,2,Wiktor,
6186,1,2,Wiktor,
6187,1,2,Wiktor,
6188,0,,Wiktor,
6189,0,,Wiktor,
6190,0,,Wiktor,
6191,1,2,Wiktor,
6192,1,2,Wiktor,
6193,1,2,Wiktor,
6194,1,2,Wiktor,
6195,1,2,Wiktor,
6196,1,2,Wiktor,
6197,0,,Wiktor,
6198,0,,Wiktor,
6199,0,,Wiktor,
6200,0,,Wiktor,
6201,0,,Wiktor,
6202,0,,Wiktor,
6203,0,,Wiktor,
6204,1,1,Wiktor,
6205,1,1,Wiktor,
6206,1,1,Wiktor,
6207,1,1,Wiktor,
6208,1,3,Wiktor,
6209,1,3,Wiktor,
6210,1,3,Wiktor,
6211,1,3,Wiktor,
6212,1,3,Wiktor,
6213,1,3,Wiktor,
6214,1,3,Wiktor,
6215,1,3,Wiktor,
6216,1,2,Wiktor,
6217,1,2,Wiktor,
6218,1,2,Wiktor,
6219,1,2,Wiktor,
6220,1,2,Wiktor,
6221,1,2,Wiktor,
6222,1,2,Wiktor,
6223,1,3,Wiktor,
6224,1,3,Wiktor,
6225,1,2,Wiktor,
6226,1,2,Wiktor,
6227,1,2,Wiktor,
6228,1,2,Wiktor,
6229,0,,Wiktor,
6230,0,,Wiktor,
6231,0,,Wiktor,
6232,0,,Wiktor,
6233,0,,Wiktor,
6234,0,,Wiktor,
6235,0,,Wiktor,
6236,1,2,Wiktor,
6237,1,2,Wiktor,
6238,1,2,Wiktor,
6239,1,2,Wiktor,
6240,1,2,Wiktor,
6241,1,2,Wiktor,
6242,1,2,Wiktor,
6243,1,2,Wiktor,
6244,1,2,Wiktor,
6245,1,2,Wiktor,
6246,1,2,Wiktor,
6247,1,2,Wiktor,
6248,1,2,Wiktor,
6249,1,2,Wiktor,
6250,1,2,Wiktor,
6251,1,2,Wiktor,
6252,1,2,Wiktor,
6253,1,2,Wiktor,
6254,1,2,Wiktor,
6255,1,2,Wiktor,
6256,1,2,Wiktor,
6257,1,2,Wiktor,
6258,1,2,Wiktor,
6259,1,2,Wiktor,
6260,1,2,Wiktor,
6261,1,2,Wiktor,
6262,1,2,Wiktor,
6263,1,2,Wiktor,
6264,1,2,Wiktor,
6265,1,2,Wiktor,
6266,1,2,Wiktor,
6267,0,,Wiktor,
6268,0,,Wiktor,
6269,1,2,Wiktor,
6270,1,2,Wiktor,
6271,1,2,Wiktor,
6272,1,2,Wiktor,
6273,1,2,Wiktor,
6274,1,2,Wiktor,
6275,1,2,Wiktor,
6276,1,2,Wiktor,
6277,1,2,Wiktor,
6278,1,2,Wiktor,
6279,1,2,Wiktor,
6280,1,2,Wiktor,
6281,1,2,Wiktor,
6282,0,,Wiktor,
6283,1,2,Wiktor,
6284,1,2,Wiktor,
6285,1,2,Wiktor,
6286,1,2,Wiktor,
6287,1,2,Wiktor,
6288,1,2,Wiktor,
6289,1,2,Wiktor,
6290,1,2,Wiktor,
6291,1,2,Wiktor,
6292,1,2,Wiktor,
6293,1,2,Wiktor,
6294,1,2,Wiktor,
6295,1,2,Wiktor,
6296,1,2,Wiktor,
6297,1,2,Wiktor,
6298,1,2,Wiktor,
6299,1,2,Wiktor,
6300,1,2,Wiktor,
6301,1,2,Wiktor,
6302,1,2,Wiktor,
6303,1,2,Wiktor,
6304,1,2,Wiktor,
6305,1,2,Wiktor,
6306,1,2,Wiktor,
6307,1,2,Wiktor,
6308,1,2,Wiktor,
6309,0,,Wiktor,
6310,2,2,Wiktor,
6311,1,2,Wiktor,
6312,1,2,Wiktor,
6313,1,2,Wiktor,
6314,1,2,Wiktor,
6315,1,2,Wiktor,
6316,1,2,Wiktor,
6317,1,2,Wiktor,
6318,1,2,Wiktor,
6319,1,2,Wiktor,
6320,1,2,Wiktor,
6321,1,2,Wiktor,
6322,1,2,Wiktor,
6323,1,2,Wiktor,
6324,1,2,Wiktor,
6325,1,2,Wiktor,
6326,0,,Wiktor,
6327,1,2,Wiktor,
6328,1,2,Wiktor,
6329,1,2,Wiktor,
6330,1,2,Wiktor,
6331,1,2,Wiktor,
6332,1,2,Wiktor,
6333,1,2,Wiktor,
6334,1,2,Wiktor,
6335,1,2,Wiktor,
6336,1,2,Wiktor,
6337,1,2,Wiktor,
6338,1,2,Wiktor,
6339,1,2,Wiktor,
6340,1,2,Wiktor,
6341,0,,Wiktor,
6342,0,,Wiktor,
6343,1,2,Wiktor,
6344,1,2,Wiktor,
6345,1,2,Wiktor,
6346,1,2,Wiktor,
6347,1,2,Wiktor,
6348,1,2,Wiktor,
6349,1,2,Wiktor,
6350,1,2,Wiktor,
6351,1,2,Wiktor,
6352,1,2,Wiktor,
6353,1,2,Wiktor,
6354,1,2,Wiktor,
6355,1,2,Wiktor,
6356,1,2,Wiktor,
6357,1,2,Wiktor,
6358,1,2,Wiktor,
6359,1,2,Wiktor,
6360,1,2,Wiktor,
6361,1,2,Wiktor,
6362,1,2,Wiktor,
6363,1,2,Wiktor,
6364,1,2,Wiktor,
6365,1,2,Wiktor,
6366,1,2,Wiktor,
6367,1,2,Wiktor,
6368,1,2,Wiktor,
6369,1,2,Wiktor,
6370,1,2,Wiktor,
6371,1,2,Wiktor,
6372,1,2,Wiktor,
6373,1,2,Wiktor,
6374,1,2,Wiktor,
6375,1,2,Wiktor,
6376,1,2,Wiktor,
6377,1,2,Wiktor,
6378,1,2,Wiktor,
6379,1,2,Wiktor,
6380,1,2,Wiktor,
6381,0,,Wiktor,
6382,2,1,Wiktor,
6383,1,1,Wiktor,
6384,2,1,Wiktor,
6385,0,,Wiktor,
6386,0,,Wiktor,
6387,1,1,Wiktor,
6388,1,1,Wiktor,
6389,1,1,Wiktor,
6390,1,1,Wiktor,
6391,2,1,Wiktor,
6392,1,1,Wiktor,
6393,1,1,Wiktor,
6394,1,1,Wiktor,
6395,1,1,Wiktor,
6396,1,1,Wiktor,
6397,1,1,Wiktor,
6398,1,1,Wiktor,
6399,1,1,Wiktor,
6400,1,1,Wiktor,
6401,1,1,Wiktor,
6402,1,1,Wiktor,
6403,1,1,Wiktor,
6404,1,1,Wiktor,
6405,1,1,Wiktor,
6406,1,1,Wiktor,
6407,1,1,Wiktor,
6408,1,1,Wiktor,
6409,1,1,Wiktor,
6410,1,1,Wiktor,
6411,1,1,Wiktor,
6412,1,1,Wiktor,
6413,1,1,Wiktor,
6414,1,1,Wiktor,
6415,1,1,Wiktor,
6416,0,,Wiktor,
6417,0,,Wiktor,
6418,1,1,Wiktor,
6419,1,1,Wiktor,
6420,1,1,Wiktor,
6421,1,1,Wiktor,
6422,1,1,Wiktor,
6423,1,1,Wiktor,
6424,1,1,Wiktor,
6425,0,,Wiktor,
6426,1,1,Wiktor,
6427,1,1,Wiktor,
6428,1,1,Wiktor,
6429,1,1,Wiktor,
6430,1,1,Wiktor,
6431,0,,Wiktor,
6432,2,1,Wiktor,
6433,1,1,Wiktor,
6434,1,1,Wiktor,
6435,1,1,Wiktor,
6436,1,2,Wiktor,
6437,1,2,Wiktor,
6438,1,2,Wiktor,
6439,1,2,Wiktor,
6440,1,2,Wiktor,
6441,1,2,Wiktor,
6442,1,2,Wiktor,
6443,1,2,Wiktor,
6444,1,2,Wiktor,
6445,1,2,Wiktor,
6446,1,2,Wiktor,
6447,1,2,Wiktor,
6448,1,2,Wiktor,
6449,1,2,Wiktor,
6450,1,2,Wiktor,
6451,1,3,Wiktor,
6452,1,2,Wiktor,
6453,1,2,Wiktor,
6454,1,2,Wiktor,
6455,1,2,Wiktor,
6456,1,2,Wiktor,
6457,1,2,Wiktor,
6458,1,2,Wiktor,
6459,1,2,Wiktor,
6460,1,2,Wiktor,
6461,1,2,Wiktor,
6462,1,2,Wiktor,
6463,1,2,Wiktor,
6464,1,2,Wiktor,
6465,1,2,Wiktor,
6466,1,2,Wiktor,
6467,1,1,Wiktor,
6468,1,1,Wiktor,
6469,1,1,Wiktor,
6470,2,2,Wiktor,
6471,1,2,Wiktor,
6472,1,2,Wiktor,
6473,1,2,Wiktor,
6474,1,2,Wiktor,
6475,1,2,Wiktor,
6476,1,3,Wiktor,
6477,1,1,Wiktor,
6478,1,1,Wiktor,
6479,1,1,Wiktor,
6480,1,1,Wiktor,
6481,1,2,Wiktor,
6482,1,2,Wiktor,
6483,1,2,Wiktor,
6484,1,2,Wiktor,
6485,1,2,Wiktor,
6486,1,2,Wiktor,
6487,1,2,Wiktor,
6488,1,3,Wiktor,
6489,1,3,Wiktor,
6490,1,3,Wiktor,
6491,0,,Wiktor,
6492,1,2,Wiktor,
6493,1,2,Wiktor,
6494,1,2,Wiktor,
6495,1,2,Wiktor,
6496,1,2,Wiktor,
6497,1,2,Wiktor,
6498,1,2,Wiktor,
6499,1,2,Wiktor,
6500,1,2,Wiktor,
6501,5,5,Wiktor,
6502,5,5,Wiktor,
6503,5,5,Wiktor,
6504,5,5,Wiktor,
6505,5,5,Wiktor,
6506,5,5,Wiktor,
6507,5,5,Wiktor,
6508,5,5,Wiktor,
6509,5,5,Wiktor,
6510,5,5,Wiktor,
6511,5,5,Wiktor,
6512,5,5,Wiktor,
6513,5,5,Wiktor,
6514,5,5,Wiktor,
6515,5,5,Wiktor,
6516,5,5,Wiktor,
6517,5,5,Wiktor,
6518,5,5,Wiktor,
6519,5,5,Wiktor,
6520,5,5,Wiktor,
6521,5,5,Wiktor,
6522,5,5,Wiktor,
6523,5,5,Wiktor,
6524,5,5,Wiktor,
6525,5,5,Wiktor,
6526,5,5,Wiktor,
6527,5,5,Wiktor,
6528,5,5,Wiktor,
6529,5,5,Wiktor,
6530,5,5,Wiktor,
6531,5,5,Wiktor,
6532,5,5,Wiktor,
6533,5,5,Wiktor,
6534,5,5,Wiktor,
6535,5,5,Wiktor,
6536,5,5,Wiktor,
6537,5,5,Wiktor,
6538,5,5,Wiktor,
6539,5,5,Wiktor,
6540,5,5,Wiktor,
6541,5,5,Wiktor,
6542,5,5,Wiktor,
6543,5,5,Wiktor,
6544,5,5,Wiktor,
6545,5,5,Wiktor,
6546,5,5,Wiktor,
6547,5,5,Wiktor,
6548,5,5,Wiktor,
6549,5,5,Wiktor,
6550,5,5,Wiktor,
6551,5,5,Wiktor,
6552,5,5,Wiktor,
6553,5,5,Wiktor,
6554,5,5,Wiktor,
6555,5,5,Wiktor,
6556,5,5,Wiktor,
6557,5,5,Wiktor,
6558,5,5,Wiktor,
6559,5,5,Wiktor,
6560,5,5,Wiktor,
6561,5,5,Wiktor,
6562,5,5,Wiktor,
6563,5,5,Wiktor,
6564,5,5,Wiktor,
6565,5,5,Wiktor,
6566,5,5,Wiktor,
6567,5,5,Wiktor,
6568,5,5,Wiktor,
6569,5,5,Wiktor,
6570,5,5,Wiktor,
6571,5,5,Wiktor,
6572,5,5,Wiktor,
6573,5,5,Wiktor,
6574,5,5,Wiktor,
6575,5,5,Wiktor,
6576,5,5,Wiktor,
6577,5,5,Wiktor,
6578,5,5,Wiktor,
6579,5,5,Wiktor,
6580,5,5,Wiktor,
6581,5,5,Wiktor,
6582,5,5,Wiktor,
6583,5,5,Wiktor,
6584,5,5,Wiktor,
6585,5,5,Wiktor,
6586,5,5,Wiktor,
6587,5,5,Wiktor,
6588,5,5,Wiktor,
6589,5,5,Wiktor,
6590,5,5,Wiktor,
6591,5,5,Wiktor,
6592,5,5,Wiktor,
6593,5,5,Wiktor,
6594,5,5,Wiktor,
6595,5,5,Wiktor,
6596,5,5,Wiktor,
6597,5,5,Wiktor,
6598,5,5,Wiktor,
6599,5,5,Wiktor,
6600,5,5,Wiktor,
6601,5,5,Wiktor,
6602,5,5,Wiktor,
6603,5,5,Wiktor,
6604,5,5,Wiktor,
6605,5,5,Wiktor,
6606,5,5,Wiktor,
6607,5,5,Wiktor,
6608,5,5,Wiktor,
6609,5,5,Wiktor,
6610,5,5,Wiktor,
6611,5,5,Wiktor,
6612,5,5,Wiktor,
6613,5,5,Wiktor,
6614,5,5,Wiktor,
6615,5,5,Wiktor,
6616,5,5,Wiktor,
6617,5,5,Wiktor,
6618,5,5,Wiktor,
6619,5,5,Wiktor,
6620,5,5,Wiktor,
6621,5,5,Wiktor,
6622,5,5,Wiktor,
6623,5,5,Wiktor,
6624,5,5,Wiktor,
6625,5,5,Wiktor,
6626,5,5,Wiktor,
6627,5,5,Wiktor,
6628,5,5,Wiktor,
6629,5,5,Wiktor,
6630,5,5,Wiktor,
6631,5,5,Wiktor,
6632,5,5,Wiktor,
6633,5,5,Wiktor,
6634,5,5,Wiktor,
